id,category,level,cefr,answer,sentence_en,sentence_ko,meaning,tts_text,display_sentence,frequency,chunk_type,difficulty_axis,use_case
1975,daily,2,B1,set the alarm,Don't forget to ___.,알람 맞추는 거 잊지 마세요.,알람을 맞추다,Don't forget to set the alarm.,Don't forget to set the alarm.,high,collocation,usage,"{""morning_routine"",""sleep""}"
1976,daily,2,B1,take out,Could you ___ the trash?,쓰레기 좀 내다 버려 줄래요?,내다 버리다,Could you take out the trash?,Could you take out the trash?,high,phrasal_verb,usage,"{""housework"",""home""}"
1977,daily,2,B1,hang out the laundry,I ___ in the morning.,아침에 빨래를 널어요.,빨래를 널다,I hang out the laundry in the morning.,I hang out the laundry in the morning.,mid,collocation,usage,"{""housework"",""morning_routine""}"
1978,daily,2,B1,catch up on,I'll ___ sleep this weekend.,이번 주말에 밀린 잠을 보충할 거예요.,밀린 것을 보충하다,I'll catch up on sleep this weekend.,I'll catch up on sleep this weekend.,high,phrasal_verb,usage,"{""sleep"",""weekend""}"
1979,daily,2,B1,wind up,I always ___ working late.,전 늘 늦게까지 일하게 돼요.,결국 ~하게 되다,I always wind up working late.,I always wind up working late.,mid,phrasal_verb,usage,"{""work"",""evening_routine""}"
1980,daily,2,B1,get going,We'd better ___ now.,이제 슬슬 나서는 게 좋겠어요.,출발하다,We'd better get going now.,We'd better get going now.,high,phrasal_verb,usage,"{""commute"",""morning_routine""}"
1981,daily,2,B1,pop out,I'll ___ to the store quickly.,가게에 잠깐 다녀올게요.,잠깐 나가다,I'll pop out to the store quickly.,I'll pop out to the store quickly.,mid,phrasal_verb,usage,"{""errand"",""home""}"
1982,daily,2,B1,fix breakfast,I'll ___ for everyone.,제가 모두 아침을 차릴게요.,아침을 차리다,I'll fix breakfast for everyone.,I'll fix breakfast for everyone.,mid,collocation,usage,"{""morning_routine"",""food""}"
1983,daily,2,B1,turn in,I usually ___ around eleven.,전 보통 11시쯤 잠자리에 들어요.,잠자리에 들다,I usually turn in around eleven.,I usually turn in around eleven.,mid,phrasal_verb,usage,"{""sleep"",""evening_routine""}"
1984,daily,2,B1,freshen up,Let me ___ before we leave.,나가기 전에 좀 씻고 올게요.,씻고 단장하다,Let me freshen up before we leave.,Let me freshen up before we leave.,high,phrasal_verb,usage,"{""hygiene"",""preparation""}"
1985,daily,2,B1,put away,Please ___ the dishes.,그릇 좀 치워서 정리해 주세요.,치워 넣다,Please put away the dishes.,Please put away the dishes.,high,phrasal_verb,usage,"{""housework"",""home""}"
1986,daily,2,B1,make the bed,I always ___ after waking up.,전 일어나자마자 항상 침대를 정리해요.,침대를 정리하다,I always make the bed after waking up.,I always make the bed after waking up.,high,collocation,usage,"{""morning_routine"",""housework""}"
1987,daily,2,B1,grab a bite,I just had time to ___ before the meeting.,회의 전에 간신히 한입 먹을 시간밖에 없었어요.,간단히 먹다,I just had time to grab a bite before the meeting.,I just had time to grab a bite before the meeting.,high,collocation,usage,"{""food"",""work""}"
1988,daily,2,B1,squeeze in,I try to ___ a workout every day.,매일 운동할 시간을 어떻게든 내려고 해요.,시간을 짜내다,I try to squeeze in a workout every day.,I try to squeeze in a workout every day.,mid,phrasal_verb,usage,"{""exercise"",""productivity""}"
1989,daily,2,B1,meal prep,I ___ on Sundays to save time during the week.,주중 시간을 아끼려고 일요일에 밀 프렙을 해요.,식사를 미리 준비하다,I meal prep on Sundays to save time during the week.,I meal prep on Sundays to save time during the week.,mid,collocation,usage,"{""food"",""weekend""}"
1990,daily,2,B1,lie in,I love to ___ on Sunday mornings.,일요일 아침엔 늦잠 자는 게 좋아요.,늦잠 자다,I love to lie in on Sunday mornings.,I love to lie in on Sunday mornings.,mid,phrasal_verb,usage,"{""sleep"",""weekend""}"
1991,daily,2,B1,skip breakfast,I never ___ when I have an early meeting.,이른 아침 회의가 있을 때는 아침을 절대 안 거러요.,아침을 거르다,I never skip breakfast when I have an early meeting.,I never skip breakfast when I have an early meeting.,high,collocation,usage,"{""morning_routine"",""food""}"
1992,daily,2,B1,unwind,I need to ___ after a long day.,긴 하루를 보내고 나면 긴장을 풀어야 해요.,긴장을 풀다,I need to unwind after a long day.,I need to unwind after a long day.,high,single_word,meaning,"{""evening_routine"",""lifestyle""}"
1993,daily,2,B1,take a break,I need to ___ from screens.,화면에서 잠깐 쉬어야 해요.,"쉬다, 휴식을 취하다",I need to take a break from screens.,I need to take a break from screens.,high,collocation,usage,"{""health"",""daily_habit""}"
1994,daily,2,B1,sort out,I need to ___ my closet this weekend.,이번 주말에 옷장을 정리해야 해요.,정리하다,I need to sort out my closet this weekend.,I need to sort out my closet this weekend.,mid,phrasal_verb,usage,"{""housework"",""weekend""}"
1995,daily,2,B1,keep up with,It's hard to ___ the housework.,집안일을 따라잡기가 힘들어요.,"따라가다, 뒤처지지 않다",It's hard to keep up with the housework.,It's hard to keep up with the housework.,high,phrasal_verb,usage,"{""housework"",""lifestyle""}"
1996,daily,2,B1,build a habit,It takes three weeks to ___.,습관을 만들려면 3주가 걸려요.,습관을 들이다,It takes three weeks to build a habit.,It takes three weeks to build a habit.,mid,collocation,usage,"{""lifestyle"",""daily_habit""}"
1997,daily,2,B1,stick to,I find it hard to ___ my routine.,제 루틴을 지키는 게 어려워요.,고수하다,I find it hard to stick to my routine.,I find it hard to stick to my routine.,high,phrasal_verb,usage,"{""daily_habit"",""lifestyle""}"
1998,daily,2,B1,set aside,I ___ time for reading every evening.,매일 저녁 독서할 시간을 따로 떼어 놔요.,따로 마련해 두다,I set aside time for reading every evening.,I set aside time for reading every evening.,mid,phrasal_verb,usage,"{""hobby"",""evening_routine""}"
1999,daily,2,B1,look forward to,I always ___ my morning coffee.,아침 커피가 늘 기대돼요.,기대하다,I always look forward to my morning coffee.,I always look forward to my morning coffee.,high,phrasal_verb,usage,"{""morning_routine"",""daily_habit""}"
2000,daily,2,B1,cut back on,I'm trying to ___ sugar.,설탕을 줄이려고 노력하고 있어요.,줄이다,I'm trying to cut back on sugar.,I'm trying to cut back on sugar.,mid,phrasal_verb,usage,"{""health"",""food""}"
2001,daily,2,B1,call it a day,"I'm exhausted, so let's ___.",너무 피곤해서 오늘은 그만하자고요.,오늘 일을 마무리하다,"I'm exhausted, so let's call it a day.","I'm exhausted, so let's call it a day.",high,idiom,usage,"{""work"",""evening_routine""}"
2002,daily,2,B1,wrap up,Let me ___ a few things before I leave.,나가기 전에 몇 가지만 마무리할게요.,마무리하다,Let me wrap up a few things before I leave.,Let me wrap up a few things before I leave.,high,phrasal_verb,usage,"{""work"",""evening_routine""}"
2003,daily,2,B1,pick up,Can you ___ some milk on your way home?,집에 오는 길에 우유 좀 사 와줄 수 있어요?,사 오다,Can you pick up some milk on your way home?,Can you pick up some milk on your way home?,high,phrasal_verb,usage,"{""errand"",""commute""}"
2004,daily,2,B1,cut down on,I'm trying to ___ screen time before bed.,자기 전 스크린 타임을 줄이려고 노력해요.,줄이다,I'm trying to cut down on screen time before bed.,I'm trying to cut down on screen time before bed.,mid,phrasal_verb,usage,"{""health"",""evening_routine""}"
2005,daily,2,B1,stock up on,I ___ groceries every weekend.,매주 주말마다 식료품을 잔뜩 사 놔요.,비축하다,I stock up on groceries every weekend.,I stock up on groceries every weekend.,mid,phrasal_verb,usage,"{""errand"",""weekend""}"
2006,daily,2,B1,head out,I usually ___ around eight in the morning.,보통 아침 8시쯤 나가요.,"나서다, 출발하다",I usually head out around eight in the morning.,I usually head out around eight in the morning.,high,phrasal_verb,usage,"{""morning_routine"",""commute""}"
2007,daily,2,B1,power through,I just have to ___ the afternoon slump.,오후 슬럼프를 그냥 버텨내야 해요.,힘내서 해내다,I just have to power through the afternoon slump.,I just have to power through the afternoon slump.,mid,phrasal_verb,usage,"{""work"",""daily_habit""}"
2008,daily,2,B1,clear out,I need to ___ the fridge before shopping.,장 보기 전에 냉장고를 비워야 해요.,"치우다, 비우다",I need to clear out the fridge before shopping.,I need to clear out the fridge before shopping.,mid,phrasal_verb,usage,"{""housework"",""food""}"
2009,daily,2,B1,follow a routine,I try to ___ every morning.,매일 아침 루틴을 따르려고 해요.,루틴을 따르다,I try to follow a routine every morning.,I try to follow a routine every morning.,mid,collocation,usage,"{""morning_routine"",""lifestyle""}"
2010,daily,2,B1,get dressed,I ___ right after breakfast.,저는 아침 먹고 바로 옷을 입어요.,옷을 입다,I get dressed right after breakfast.,I get dressed right after breakfast.,high,collocation,usage,"{""morning""}"
2011,daily,2,B1,take out the trash,Don't forget to ___.,쓰레기 내놓는 거 잊지 마세요.,쓰레기를 내놓다,Don't forget to take out the trash.,Don't forget to take out the trash.,high,collocation,usage,"{""chores""}"
2012,daily,2,B1,make coffee,I ___ first thing in the morning.,저는 아침에 일어나면 제일 먼저 커피를 내려요.,커피를 내리다,I make coffee first thing in the morning.,I make coffee first thing in the morning.,high,collocation,usage,"{""morning""}"
2013,daily,2,B1,check my phone,I tend to ___ as soon as I wake up.,저는 일어나자마자 휴대폰을 확인하는 편이에요.,휴대폰을 확인하다,I tend to check my phone as soon as I wake up.,I tend to check my phone as soon as I wake up.,high,collocation,usage,"{""morning""}"
2014,daily,2,B1,go for a run,I usually ___ before breakfast.,저는 보통 아침 먹기 전에 달리기를 해요.,달리기를 하러 가다,I usually go for a run before breakfast.,I usually go for a run before breakfast.,high,collocation,usage,"{""fitness""}"
2015,daily,2,B1,hit the gym,I ___ after work.,저는 퇴근 후에 헬스장에 가요.,헬스장에 가다,I hit the gym after work.,I hit the gym after work.,high,idiom,meaning,"{""fitness""}"
2016,daily,2,B1,set the table,Can you ___ for dinner?,저녁상 좀 차려 줄래요?,상을 차리다,Can you set the table for dinner?,Can you set the table for dinner?,mid,collocation,usage,"{""chores""}"
2017,daily,2,B1,do the washing-up,I'll ___ tonight.,오늘 밤 설거지는 제가 할게요.,설거지를 하다,I'll do the washing-up tonight.,I'll do the washing-up tonight.,mid,collocation,usage,"{""chores""}"
2018,daily,2,B1,water the plants,Remember to ___.,화분에 물 주는 거 기억하세요.,화분에 물을 주다,Remember to water the plants.,Remember to water the plants.,mid,collocation,usage,"{""chores""}"
2019,daily,2,B1,load the dishwasher,I'll ___ after dinner.,저녁 먹고 식기세척기를 돌릴게요.,식기세척기에 그릇을 넣다,I'll load the dishwasher after dinner.,I'll load the dishwasher after dinner.,mid,collocation,usage,"{""chores""}"
2020,daily,2,B1,take a shower,I ___ before bed.,저는 자기 전에 샤워를 해요.,샤워를 하다,I take a shower before bed.,I take a shower before bed.,high,collocation,usage,"{""routine""}"
2021,daily,2,B1,brush my teeth,I ___ twice a day.,저는 하루에 두 번 이를 닦아요.,이를 닦다,I brush my teeth twice a day.,I brush my teeth twice a day.,high,collocation,usage,"{""routine""}"
2022,daily,2,B1,get some fresh air,I step outside to ___.,저는 바람 좀 쐬러 밖에 나가요.,바람을 쐬다,I step outside to get some fresh air.,I step outside to get some fresh air.,high,collocation,usage,"{""routine""}"
2023,daily,2,B1,run to the store,I need to ___ for milk.,우유 사러 가게에 잠깐 다녀와야 해요.,가게에 잠깐 다녀오다,I need to run to the store for milk.,I need to run to the store for milk.,mid,collocation,usage,"{""errands""}"
2024,daily,2,B1,charge my phone,I always ___ overnight.,저는 항상 밤새 휴대폰을 충전해요.,휴대폰을 충전하다,I always charge my phone overnight.,I always charge my phone overnight.,high,collocation,usage,"{""routine""}"
2025,daily,2,B1,scroll through,I ___ the news over breakfast.,저는 아침 먹으며 뉴스를 훑어봐요.,(화면을) 훑어보다,I scroll through the news over breakfast.,I scroll through the news over breakfast.,high,phrasal_verb,meaning,"{""routine""}"
2026,daily,2,B1,hit snooze,I always ___ a few times.,저는 항상 알람을 몇 번 미뤄요.,알람 다시 울림 버튼을 누르다,I always hit snooze a few times.,I always hit snooze a few times.,mid,collocation,meaning,"{""morning""}"
2027,daily,2,B1,throw on,I'll just ___ a jacket.,그냥 재킷만 걸칠게요.,대충 걸쳐 입다,I'll just throw on a jacket.,I'll just throw on a jacket.,mid,phrasal_verb,meaning,"{""morning""}"
2028,daily,2,B1,step out,I'm going to ___ for a bit.,잠깐 나갔다 올게요.,잠깐 나가다,I'm going to step out for a bit.,I'm going to step out for a bit.,mid,phrasal_verb,usage,"{""routine""}"
2029,daily,2,B1,warm up dinner,I'll just ___ from last night.,어젯밤 저녁을 그냥 데울게요.,저녁을 데우다,I'll just warm up dinner from last night.,I'll just warm up dinner from last night.,mid,phrasal_verb,usage,"{""chores""}"
2030,daily,2,B1,wipe down the counters,I always ___ after cooking.,저는 요리 후에 항상 조리대를 닦아요.,조리대를 닦다,I always wipe down the counters after cooking.,I always wipe down the counters after cooking.,mid,collocation,usage,"{""chores""}"
